"Keep your eyes open for our special Back to School items and save A LOT!","Mantén tus ojos abiertos a nuestro especial de Vuelta al Cole y ahorra MUCHO!"
"Dear %s","Estimado %s"
"Log In","Acceder"
"My Account","Mi cuenta"
"Thank You,","Gracias,"
"Thank you very much!","¡Muchas gracias!"
